일자,종가,시가총액,상장주식수,PER
2022-01-07,78300,4.67E+14,5969782550,11.35
2022-01-10,78000,4.66E+14,5969782550,11.35
2022-01-11,78900,4.71E+14,5969782550,11.35
2022-01-12,78900,4.71E+14,5969782550,11.35
2022-01-13,77900,4.65E+14,5969782550,11.35
2022-01-14,77300,4.61E+14,5969782550,11.35
2022-01-17,77500,4.63E+14,5969782550,11.35
2022-01-18,77000,4.60E+14,5969782550,11.35
2022-01-19,76300,4.55E+14,5969782550,11.35
2022-01-20,76500,4.57E+14,5969782550,11.35
2022-01-21,75600,4.51E+14,5969782550,11.35
2022-01-24,75100,4.48E+14,5969782550,11.35
2022-01-25,74000,4.42E+14,5969782550,11.35
2022-01-26,73300,4.38E+14,5969782550,11.35
2022-01-27,71300,4.26E+14,5969782550,11.35
2022-01-28,73300,4.38E+14,5969782550,11.35
2022-02-03,73300,4.38E+14,5969782550,11.35
2022-02-04,74000,4.42E+14,5969782550,11.35
2022-02-07,73000,4.36E+14,5969782550,11.35
2022-02-08,73500,4.39E+14,5969782550,11.35
2022-02-09,74700,4.46E+14,5969782550,11.35
2022-02-10,75400,4.50E+14,5969782550,11.35
2022-02-11,74900,4.47E+14,5969782550,11.35
2022-02-14,73700,4.40E+14,5969782550,11.35
2022-02-15,73400,4.38E+14,5969782550,11.35
